date,GSPC_ret,DJI_ret,IXIC_ret,COPPER_ret,GOLD_ret,USDOLLAR_ret,DCOILWTICO_ret,XLF_ret,XLK_ret,XLV_ret,XLY_ret,XLP_ret,XLRE_ret,XLU_ret,XLB_ret,XLC_ret,XLE_ret,XLI_ret,VIX_chg,VIXCLS_chg,MOVE_chg,NFCI,NFCICREDIT,NFCILEVERAGE,NFCIRISK,ICSA_chg,CCSA_chg,WM2NS_chg,WTREGEN_chg,WRESBAL_chg,DGS2_bps,DGS5_bps,DGS10_bps,DGS30_bps,T5YIE_bps,T10YIE_bps,T5YIFR_bps,BAMLH0A0HYM2_bps,BAMLC0A0CM_bps
2022-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-06-02,1.8263225415545037,1.3171272027665992,2.652746151707497,5.043842146787436,1.2507549362994475,-0.6821275082635303,1.3957321433923475,1.3659845991602637,2.3920699037102366,0.787194075852149,3.0143378592584646,1.4452871244438725,1.4976450182472956,0.671504008823387,2.7218062663315834,2.4081491608348493,-0.3164632050477678,1.8943898588998032,-0.970001220703125,-0.9700000000000024,-10.110000610351548,NA,NA,NA,NA,NA,NA,NA,0,0,-1.000000000000023,-2.0000000000000018,-2.0000000000000018,0,1.000000000000023,1.000000000000023,1.000000000000023,2.000000000000046,0.9999999999999787
2022-06-03,-1.6482405609817619,-1.0539558594176768,-2.500537492444721,-1.69410994293977,-1.1368949980496978,0.32158438104996634,1.772359304599025,-1.4519888865234254,-2.4206344960925996,-1.1792718326939067,-2.9685709667557347,-1.0108583995429576,-1.2692857684497127,-0.48302873500487564,-0.9759518297970615,-2.189868068788936,1.315741003501092,-0.3864789004725644,0.07000160217285156,0.07000000000000028,-1.5399932861328125,-0.23907,0.16095,0.4307,-0.27569,0,0,NA,0,0,1.000000000000023,3.000000000000025,4.0000000000000036,2.0000000000000018,6.999999999999984,8.000000000000007,8.999999999999986,5.999999999999961,0
2022-06-06,0.3132489407036587,0.04887005748663853,0.4040833380051012,-0.8523121594769423,-0.3365401473737428,0.280533040543407,-0.4718182145569294,0.28637559262287837,0.007139188288185494,0.015396297796677061,0.9950322953710788,0.04062948477212558,-0.2969758190589644,0.44286703767220104,0.9416694681807947,0.5019238316100072,-0.11178010428407603,0.4177488022860665,0.279998779296875,0.28000000000000114,4.529998779296889,-0.23907,0.16095,0.4307,-0.27569,0,0,NA,0,0,6.999999999999984,7.999999999999963,8.000000000000007,8.000000000000007,0.9999999999999787,1.9999999999999574,3.000000000000025,-1.9999999999999574,-0.9999999999999787
2022-06-07,0.9478331531719064,0.7999306982082288,0.9395805224512443,0,0.45027059219524546,-0.11915854222195321,0.9581515561468912,0.7691262715132652,1.1857973857168247,1.2932058198341423,-0.24621296086397848,0.5267071387767608,1.160031510479298,0.6007587063373343,0.7175076401479075,0.7150613609073098,2.942521059326708,1.3354936831283304,-1.0499992370605469,-1.0500000000000007,0.34999847412107954,-0.23907,0.16095,0.4307,-0.27569,0,0,0,0,0,2.0000000000000018,-3.999999999999959,-6.000000000000005,-6.000000000000005,-2.0000000000000018,-2.9999999999999805,-4.0000000000000036,14.999999999999947,0.9999999999999787
2022-06-08,-1.085262304015444,-0.8147660583755822,-0.7333539657388144,0.4270641220114779,0.23787784288540337,0.21574626274079023,1.9794426575336033,-1.7750329802054932,-1.1358046525814736,-0.793831562929892,-0.5920759058255953,-1.2333232627518065,-2.426306617999341,-1.975994909003198,-2.0985825972693384,-0.26547195159674075,0.21696357781966213,-1.8265290850154159,-0.060001373291015625,-0.05999999999999872,2.6800003051757812,-0.23907,0.16095,0.4307,-0.27569,0,0,0,-66.14800000000002,17.375,2.9999999999999805,3.999999999999959,4.999999999999982,5.000000000000027,3.000000000000025,2.0000000000000018,0.9999999999999787,0,-0.9999999999999787
2022-06-09,-2.4086457665156047,-1.9579431127604963,-2.785684311858283,-1.5710969258667218,-0.16753458803275834,0.6531823731514841,-0.3450262192152387,-2.5451101576975166,-2.7063919311571816,-2.286658950511189,-1.824161879586228,-1.5114308537402366,-2.3205112516854864,-2.432279622760536,-2.392515789763472,-3.121823568867743,-2.235465600031894,-1.9886469447707888,2.1300010681152344,2.129999999999999,0,-0.23907,0.16095,0.4307,-0.27569,-1000,10000,0,0,0,5.000000000000027,4.0000000000000036,1.000000000000023,0,2.0000000000000018,0,-2.0000000000000018,8.000000000000007,0.9999999999999787
2022-06-10,-2.95424148114094,-2.7646212437831608,-3.5875195054401843,-2.025381550319394,1.2203441973600349,0.8998499660319403,-0.6522210943221474,-3.681771435873671,-3.9194348355208852,-1.620399096637648,-4.0691854892571655,-0.4301153834607163,-2.3999233031326117,-0.7680035908144589,-3.1101854282449715,-2.8337421173151967,-1.7100151864938518,-2.993069025790529,1.6599998474121094,1.6600000000000001,8.94000244140625,-0.21454,0.17807,0.47791,-0.25593,0,0,0,0,0,23,18.000000000000014,10.999999999999988,2.0000000000000018,4.999999999999982,0.9999999999999787,-2.9999999999999805,8.999999999999986,3.0000000000000027
2022-06-13,-3.9539931990040245,-2.830282566188558,-4.793757849301983,-1.9842227404011759,-2.3517775330388346,0.7613668867686663,0.15725225669616094,-3.0272223904106443,-4.5332859775182754,-3.07492096878903,-4.726850126497517,-2.178728969472221,-4.928821413668594,-4.706749539618205,-3.9842856918530956,-4.841112061900432,-5.360386386581784,-3.0513636117722953,6.270000457763672,6.270000000000003,24.980003356933594,-0.21454,0.17807,0.47791,-0.25593,0,0,-25,0,0,33.999999999999986,31.000000000000007,28.000000000000025,21.999999999999975,-2.0000000000000018,-1.9999999999999574,-2.0000000000000018,36.00000000000003,5.000000000000004
2022-06-14,-0.37808180394893753,-0.49903598323890463,0.17672166232838293,-1.3129773188470084,-1.0171909010297853,0.3756779805697441,-1.667817178136044,-0.8591892115482391,0.6286083323798763,-0.9578172938756069,-0.07985815383797501,-1.1864935263845133,-0.7170294094763996,-2.559665488460361,-0.7674712794338845,-0.27800538967843735,0.19010941206332177,-0.25000151737328835,-1.3300018310546875,-1.3300000000000054,4.8799896240234375,-0.21454,0.17807,0.47791,-0.25593,0,0,0,0,0,5.000000000000027,4.999999999999982,6.000000000000005,3.000000000000025,-23,-14.000000000000012,-5.000000000000027,3.000000000000025,0
